Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
Honor,dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,256 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",5.450.000
Apple,iPhone 11 Pro Max,Đã sử dụng (qua sửa chữa),4-6 tháng,Màu khác,64 GB,Mỹ,"Xã Sơn Đông, Thành phố Bến Tre, Bến Tre",6.800.000
Samsung,Galaxy S23 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.999.999
Samsung,Galaxy S23 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.999.999
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Việt Nam,Cầu Đỏ,4.000.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,64 GB,Đang cập nhật,"Thị trấn Tân Hiệp, Huyện Châu Thành, Tiền Giang",3.200.000
Samsung,Galaxy S23 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,512 GB,Hàn Quốc,"Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh",16.500.000
Honor,dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,256 GB,Đang cập nhật,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",7.500.000
Apple,iPhone 15 Plus,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,128 GB,Mỹ,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",13.600.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đỏ,512 GB,Hàn Quốc,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",11.500.000
Samsung,Galaxy A80,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,128 GB,Hàn Quốc,In trên bao bì,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",2.000.000
Sony,Xperia 5,Đã sử dụng (chưa sửa chữa),4-6 tháng,Xanh dương,64 GB,Nhật Bản,"Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",2.590.000
Xiaomi,Redmi K70,Mới,7-12 tháng,Màu khác,256 GB,Trung Quốc,102 Thượng Đình,7.390.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Đang cập nhật,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.000.000
Samsung,Galaxy S21 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Bạc,256 GB,Đang cập nhật,"Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7.500.000
Apple,iPhone 14 Pro,Đã sử dụng (qua sửa chữa),Hết bảo hành,Tím,256 GB,Mỹ,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",12.500.000
Oppo,F11,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,256 GB,Nước khác,4495 ĐƯỜNG NGUYỄN CỬU PHÚ,1.350.000
Apple,iPhone 13,Đã sử dụng (chưa sửa chữa),3 tháng,Hồng,128 GB,Mỹ,Hẻm 352 Lê Văn Quới,11.400.000
Oppo,A5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Đang cập nhật,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",1.150.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Đang cập nhật,467 đường kha vạn cân,6.500.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,256 GB,Đang cập nhật,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",7.250.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,64 GB,Mỹ,1160 Phạm Văn Đồng .  Phường Linh Đông . Thủ Đức,6.000.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Đỏ,256 GB,Trung Quốc,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",14.350.000
Oppo,A5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Đang cập nhật,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",1.150.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Đang cập nhật,467 đường kha vạn cân,6.500.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,256 GB,Đang cập nhật,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",7.250.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,64 GB,Mỹ,1160 Phạm Văn Đồng .  Phường Linh Đông . Thủ Đức,6.000.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Đỏ,256 GB,Trung Quốc,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",14.350.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,256 GB,Việt Nam,"Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",23.000.000
Apple,iPhone XR,Mới,7-12 tháng,Màu khác,128 GB,Mỹ,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",4.950.000
Samsung,Galaxy A71,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",2.750.000
Samsung,Galaxy S20 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,256 GB,Đang cập nhật,"Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.800.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,256 GB,Đang cập nhật,"Phường 1, Quận 3, Tp Hồ Chí Minh",3.500.000
Samsung,Galaxy Note 10,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Bạc,256 GB,Hàn Quốc,"Phường 10, Quận 10, Tp Hồ Chí Minh",4.250.000
Apple,iPhone SE,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Nhật Bản,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",3.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,256 GB,Nước khác,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",20.750.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),1 tháng,Vàng,128 GB,Mỹ,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",15.999.000
Nubia,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",11.500.000
Apple,iPhone 13 Mini,Đã sử dụng (chưa sửa chữa),3 tháng,Hồng,256 GB,Hàn Quốc,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",8.900.000
Huawei,P30 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",4.650.000
Xiaomi,Redmi Note 13,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,128 GB,Trung Quốc,"Xã Mỹ Thạnh An, Thành phố Bến Tre, Bến Tre",3.200.000
Samsung,Galaxy A03,Đã sử dụng (chưa sửa chữa),3 tháng,Đỏ,64 GB,Việt Nam,"Xã Sơn Đông, Thành phố Bến Tre, Bến Tre",1.790.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,128 GB,Đang cập nhật,"Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",11.800.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),4-6 tháng,Tím,128 GB,Mỹ,89 HÙNG VƯƠNG,18.990.000
Xiaomi,13,Mới,7-12 tháng,Bạc,128 GB,Nước khác,012D đường Tống Văn Trân,7.790.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,256 GB,Đang cập nhật,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",8.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,512 GB,Mỹ,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",19.500.000
Apple,iPhone 13 Mini,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,128 GB,Việt Nam,"Phường Tiền Phong, Thành phố Thái Bình, Thái Bình",7.200.000
Apple,iPhone XR,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",3.250.000
Google,Pixel 7,Đã sử dụng (chưa sửa chữa),4-6 tháng,Đen,128 GB,Đang cập nhật,"Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",6.990.000
Apple,iPhone 8 plus,Mới,Còn bảo hành,Vàng,64 GB,Mỹ,"Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",3.500.000
Samsung,Galaxy S21,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,128 GB,Mỹ,102 Phố Thượng Đình,4.790.000
Apple,iPhone 16 Pro Max,Mới,Còn bảo hành,Vàng hồng,256 GB,Nước khác,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",34.990.000
Oppo,A73,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Hàn Quốc,"Phường 2, Thành phố Cao Lãnh, Đồng Tháp",1.300.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,128 GB,Đang cập nhật,Quốc tế,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",17.900.000
Xiaomi,Black Shark 4,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,512 GB,Trung Quốc,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",6.000.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,64 GB,Đang cập nhật,467 đường kha vạn cân,4.500.000
Samsung,Galaxy J7 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,32 GB,Việt Nam,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",700.000
Samsung,Galaxy S24,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Tím,256 GB,Mỹ,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",13.890.000
Xiaomi,Redmi Note 9S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",2.000.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh lá,256 GB,Mỹ,101 Ngô Xuân Quảng,4.500.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,64 GB,Đang cập nhật,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",4.500.000
Xiaomi,Redmi Note 10 Pro,Đã sử dụng (chưa sửa chữa),1 tháng,Trắng,128 GB,Nước khác,"Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",2.550.000
Realme,5i,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,64 GB,Đang cập nhật,"Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",1.070.000
Samsung,Galaxy A82,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,128 GB,Hàn Quốc,"Phường 10, Quận 10, Tp Hồ Chí Minh",2.550.000
Apple,iPhone 8,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen bóng - Jet black,64 GB,Đang cập nhật,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.600.000
Apple,iPhone 14 Pro Max,Đã sử dụng (qua sửa chữa),1 tháng,Tím,128 GB,Việt Nam,"Phường 9, Quận 3, Tp Hồ Chí Minh",15.000.000
Google,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Mỹ,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",21.350.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh dương,256 GB,Việt Nam,"Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",24.500.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Bạc,128 GB,Việt Nam,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",21.490.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Xám,128 GB,Đang cập nhật,"Thị trấn Diên Khánh, Huyện Diên Khánh, Khánh Hòa",12.800.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,128 GB,Mỹ,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",11.800.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,64 GB,Mỹ,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",3.400.000
Xiaomi,Redmi Note 13 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,128 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",4.650.000
Huawei,P30 Pro,Mới,Còn bảo hành,Trắng,128 GB,Trung Quốc,"Xã Mỹ Thạnh An, Thành phố Bến Tre, Bến Tre",3.700.000
LG,V60 ThinQ,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,128 GB,Mỹ,531 Nguyễn Duy Trinh,2.950.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",4.950.000
Vsmart,Star 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,32 GB,Đang cập nhật,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",900.000
Samsung,Galaxy S10,Đã sử dụng (chưa sửa chữa),4-6 tháng,Màu khác,256 GB,Hàn Quốc,"Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",4.990.000
Samsung,Galaxy Note 8,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,64 GB,Đang cập nhật,"Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",1.050.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,256 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",6.500.000
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,Đang cập nhật,In trên bao bì,"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",3.250.000
Samsung,Galaxy A32,Đã sử dụng (chưa sửa chữa),2 tháng,Xanh dương,128 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",2.200.000
Samsung,Galaxy A20s,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,32 GB,Đang cập nhật,"Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",950.000
Google,Pixel 6 Pro,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,128 GB,Mỹ,"Phường 9, Quận 3, Tp Hồ Chí Minh",5.200.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,128 GB,Đang cập nhật,Quốc tế,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",12.190.000
Oppo,A73,Mới,3 tháng,Đen,256 GB,Việt Nam,Huỳnh Tấn Phát,1.850.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,Đường số 41,22.600.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Vàng,256 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",17.500.000
Vivo,Y51,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường Tân Tiến, Thành phố Buôn Ma Thuột, Đắk Lắk",2.550.000
Apple,iPhone 15,Đã sử dụng (chưa sửa chữa),7-12 tháng,Xanh dương,128 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",16.990.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Đang cập nhật,"Phường 9, Quận 3, Tp Hồ Chí Minh",8.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Đang cập nhật,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",7.400.000
Apple,iPhone 14 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,"Phường Lê Bình, Quận Cái Răng, Cần Thơ",16.800.000
Samsung,Galaxy S7,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,8,Hàn Quốc,"Phường 10, Quận 10, Tp Hồ Chí Minh",990.000
Vsmart,Joy 3,Đã sử dụng (qua sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",850.000
Meizu,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,256 GB,Trung Quốc,"Phường 9, Quận 3, Tp Hồ Chí Minh",10.500.000
Samsung,Galaxy S22,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,8,Hàn Quốc,"Phường 10, Quận 10, Tp Hồ Chí Minh",10.900.000
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,64 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",3.500.000
Samsung,Galaxy Z Flip2,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng hồng,256 GB,Hàn Quốc,"Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",4.990.000
Samsung,Galaxy A51,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,128 GB,Việt Nam,"Phường 1, Quận 8, Tp Hồ Chí Minh",1.950.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,64 GB,Trung Quốc,"Phường Đội Cấn, Quận Ba Đình, Hà Nội",4.500.000
Oppo,Reno Z,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,32 GB,Đang cập nhật,"Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",670.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",12.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,512 GB,Việt Nam,"Thị trấn Yên Ninh, Huyện Yên Khánh, Ninh Bình",21.200.000
Xiaomi,Redmi Note 13,Đã sử dụng (qua sửa chữa),4-6 tháng,Đen,128 GB,Việt Nam,"Thị trấn Đại Ngãi, Huyện Long Phú, Sóc Trăng",2.500.000
Samsung,Galaxy S20 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,256 GB,Đang cập nhật,"Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.999.999
LG,V50 ThinQ,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Hàn Quốc,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",590.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",3.000.000
Realme,C35,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,64 GB,Đang cập nhật,"Phường Phúc La, Quận Hà Đông, Hà Nội",1.700.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,256 GB,Việt Nam,Đường Đào Trí,22.990.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Trắng,256 GB,Mỹ,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",7.550.000
Samsung,Galaxy S23 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,128 NGUYỄN HOÀNG,12.590.000
Samsung,Galaxy Z Fold3,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,512 GB,Việt Nam,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",7.200.000
Samsung,Galaxy Note 10 Plus,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Hàn Quốc,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",5.500.000
Hãng khác,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,256 GB,Trung Quốc,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",6.700.000
Apple,iPhone 15,Đã sử dụng (chưa sửa chữa),4-6 tháng,Đen,128 GB,Việt Nam,"Thị trấn Liên Nghĩa, Huyện Đức Trọng, Lâm Đồng",15.800.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Mỹ,451/17 Le Quang Định,6.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Việt Nam,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",11.500.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",15.250.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,64 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",4.500.000
Apple,iPhone 14 Plus,Đã sử dụng (qua sửa chữa),Hết bảo hành,Màu khác,128 GB,Mỹ,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",9.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",8.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",8.500.000
Oppo,Dòng khác,Mới,Còn bảo hành,256 GB,Đang cập nhật,In trên bao bì,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",7.490.000
Samsung,Galaxy S20 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,256 GB,Hàn Quốc,Đường Âu Cơ,1.870.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Mỹ,451/17 Le Quang Định,4.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,64 GB,Mỹ,451/17 Lê Quang Định,6.000.000
Samsung,Galaxy Z Flip4,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,512 GB,Mỹ,"Phường Hoà Thuận, Thành phố Cao Lãnh, Đồng Tháp",6.050.000
Vsmart,Active 3,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Ba Đồn, Thị xã Ba Đồn, Quảng Bình",1.000.000
