Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
Samsung,Galaxy S21 Plus,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,Nước khác,In trên bao bì,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",6.050.000
Samsung,Galaxy Note 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,< 8GB,Nước khác,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",500.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,64 GB,Mỹ,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",4.700.000
Oppo,A92,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,128 GB,Đang cập nhật,In trên bao bì,"Phường 15, Quận 8, Tp Hồ Chí Minh",1.900.000
Samsung,Galaxy S10E,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,128 GB,Việt Nam,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",2.650.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Vàng,128 GB,Đang cập nhật,"Phường Láng Thượng, Quận Đống Đa, Hà Nội",13.200.000
Samsung,Galaxy Z Fold2,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Hồng,256 GB,Hàn Quốc,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",9.000.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Đang cập nhật,467 đường kha vạn cân,6.500.000
Samsung,Galaxy A32,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,128 GB,Hàn Quốc,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",1.490.000
Apple,iPhone 15,Đã sử dụng (chưa sửa chữa),4-6 tháng,Hồng,256 GB,Hàn Quốc,"Phường Thuận Thành, Thành phố Huế, Thừa Thiên Huế",17.850.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,128 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",6.500.000
Samsung,Galaxy A12,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,"Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",1.500.000
Realme,Note 50,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,128 GB,Trung Quốc,"Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",1.550.000
Honor,dòng khác,Đã sử dụng (qua sửa chữa),Bảo hành hãng,Xanh dương,256 GB,Đang cập nhật,"Phường 13, Quận 6, Tp Hồ Chí Minh",13.900.000
Realme,Dòng khác,Đã sử dụng (chưa sửa chữa),7-12 tháng,Đen,256 GB,Việt Nam,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",3.800.000
LG,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Tím,256 GB,Hàn Quốc,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",3.650.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,128 GB,Đang cập nhật,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",10.500.000
Google,Pixel 6 Pro,Đã sử dụng (chưa sửa chữa),3 tháng,Màu khác,128 GB,Mỹ,"Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",6.700.000
Samsung,Galaxy A71,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Hàn Quốc,"Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",2.350.000
Samsung,Galaxy Note 9,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,512 GB,Hàn Quốc,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",3.450.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",8.500.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,256 GB,Mỹ,"Phường Đông Hải, Quận Lê Chân, Hải Phòng",3.350.000
Apple,iPhone 7 plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,32 GB,Mỹ,"Xã Phú Chánh, Thị xã Tân Uyên, Bình Dương",1.500.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,64 GB,Đang cập nhật,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",3.000.000
Oppo,F11 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,128 GB,Việt Nam,"Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",1.500.000
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",4.000.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,64 GB,Mỹ,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",4.600.000
Samsung,Galaxy Z Fold3,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Bạc,256 GB,Hàn Quốc,"Phường 8, Quận 5, Tp Hồ Chí Minh",11.500.000
Apple,iPhone 14 Pro,Đã sử dụng (chưa sửa chữa),4-6 tháng,Tím,128 GB,Mỹ,"Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",15.700.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,256 GB,Mỹ,"Phường 2, Quận 8, Tp Hồ Chí Minh",18.000.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Mỹ,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",3.200.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,512 GB,Đang cập nhật,"Phường 4, Thành phố Vĩnh Long, Vĩnh Long",7.900.000
Hãng khác,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,512 GB,Trung Quốc,Đường Yết Kiêu,12.500.000
Xiaomi,13,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",8.450.000
Xiaomi,13 Lite,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,256 GB,Việt Nam,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",4.600.000
LG,V50 ThinQ,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,Đang cập nhật,In trên bao bì,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",2.499.000
Samsung,Galaxy A15	,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Việt Nam,"Xã Sơn Đông, Thành phố Bến Tre, Bến Tre",4.590.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Mỹ,463b Cmt8,6.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),3 tháng,Màu khác,256 GB,Nước khác,"Phường Văn Quán, Quận Hà Đông, Hà Nội",5.500.000
Samsung,Galaxy Note 10,Đã sử dụng (chưa sửa chữa),4-6 tháng,Hồng,256 GB,Hàn Quốc,"Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",4.790.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),1 tháng,Xám,256 GB,Mỹ,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",15.790.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,256 GB,Mỹ,1160 phạm văn đồng,8.500.000
Apple,iPhone 13 Mini,Mới,Còn bảo hành,Màu khác,128 GB,Mỹ,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",5.890.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),4-6 tháng,Xanh lá,256 GB,Mỹ,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",5.300.000
Apple,iPhone 14 Pro,Đã sử dụng (chưa sửa chữa),3 tháng,Đen,128 GB,Nước khác,"Phường Văn Quán, Quận Hà Đông, Hà Nội",13.600.000
Apple,iPhone 16 Pro Max,Mới,Bảo hành hãng,256 GB,Việt Nam,In trên bao bì,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",34.990.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),3 tháng,128 GB,Hàn Quốc,Quốc tế,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",18.900.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Đang cập nhật,467 đường kha vạn cân,12.500.000
Samsung,Galaxy A05,Đã sử dụng (chưa sửa chữa),>12 tháng,Trắng,128 GB,Đang cập nhật,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",2.500.000
Apple,iPhone 6S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Bạc,64 GB,Đang cập nhật,"Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",1.050.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Mỹ,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7.500.000
Apple,iPhone 8 plus,Đã sử dụng (chưa sửa chữa),1 tháng,Vàng hồng,64 GB,Việt Nam,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",2.600.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh",8.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,Đang cập nhật,Quốc tế,85 đồng kè,10.500.000
Samsung,Galaxy A30,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,32 GB,Việt Nam,Đường Nguyễn Văn Quá,500.000
Sony,Xperia 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",3.900.000
Apple,iPhone XR,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Cam,256 GB,Đang cập nhật,"Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",5.200.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,"Phường 4, Thành phố Vĩnh Long, Vĩnh Long",8.500.000
Xiaomi,Redmi Note 13,Đã sử dụng (qua sửa chữa),4-6 tháng,Đen,128 GB,Việt Nam,"Thị trấn Đại Ngãi, Huyện Long Phú, Sóc Trăng",2.500.000
Apple,iPhone 15 Pro Max,Mới,7-12 tháng,Xám,256 GB,Mỹ,"Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",25.800.000
Apple,iPhone 7,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,128 GB,Việt Nam,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.777.777
Apple,iPhone XR,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đỏ,64 GB,Mỹ,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",2.700.000
Samsung,Galaxy A10,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đỏ,32 GB,Nước khác,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",800.000
Nokia phổ thông,215 4G,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,< 8GB,Đang cập nhật,"Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",490.000
Xiaomi,12s Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,128 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",6.990.000
Samsung,Galaxy S22 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,128 GB,Việt Nam,"Phường 5, Quận 11, Tp Hồ Chí Minh",7.950.000
Xiaomi,Redmi K40,Đã sử dụng (chưa sửa chữa),3 tháng,Bạc,256 GB,Trung Quốc,"Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",3.900.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,128 GB,Đang cập nhật,Hẻm 583,3.400.000
Samsung,Galaxy C9 Pro,Đã sử dụng (chưa sửa chữa),3 tháng,Vàng,64 GB,Việt Nam,"Xã Sơn Đông, Thành phố Bến Tre, Bến Tre",1.990.000
Hãng khác,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,Đang cập nhật,In trên bao bì,"Phường Tân Thạnh, Thành phố Tam Kỳ, Quảng Nam",250.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Mỹ,463b Cmt8,7.500.000
Samsung,Galaxy M20,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,32 GB,Đang cập nhật,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",750.000
Huawei,Nova 2i,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,64 GB,Đang cập nhật,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",850.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,128 GB,Nhật Bản,"Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",18.500.000
Oppo,Reno5 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,256 GB,Việt Nam,Hẻm 666/76/8 Lê Trọng Tấn,2.650.000
HTC,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,128 GB,Trung Quốc,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",1.700.000
Samsung,Galaxy S20 FE,Đã sử dụng (chưa sửa chữa),4-6 tháng,Xanh dương,128 GB,Mỹ,"Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",4.490.000
Xiaomi,Mi 11,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,256 GB,Đang cập nhật,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",3.899.000
Samsung,Galaxy A5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,< 8GB,Trung Quốc,"Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",300.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh lá,64 GB,Việt Nam,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",5.900.000
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Mỹ,1160 phạm văn đồng,4.000.000
Samsung,Galaxy S22,Mới,Còn bảo hành,Màu khác,8,Nước khác,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",6.799.000
Samsung,Galaxy A5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,< 8GB,Trung Quốc,"Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",250.000
Apple,iPhone 13 Pro,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh lá,128 GB,Mỹ,"Phường Tân Đồng, Thành phố Đồng Xoài, Bình Phước",13.590.000
Samsung,Galaxy S24,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,512 GB,Đang cập nhật,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",14.890.000
Oppo,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Đang cập nhật,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",1.990.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Đen,64 GB,Mỹ,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",7.000.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,64 GB,Đang cập nhật,467 đường kha vạn cân,5.500.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,64 GB,Đang cập nhật,467 đường kha vạn cân,5.500.000
Samsung,Galaxy Z Fold4,Đã sử dụng (qua sửa chữa),Hết bảo hành,Vàng hồng,512 GB,Việt Nam,"Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",9.490.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Mỹ,1160 Phạm Văn Đồng . Linh Đông Thủ Đức,11.500.000
Apple,iPhone 15 Plus,Đã sử dụng (chưa sửa chữa),>12 tháng,Vàng,128 GB,Mỹ,Đường Nguyễn Ái Quốc,17.390.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),1 tháng,Bạc,256 GB,Mỹ,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",5.900.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,512 GB,Mỹ,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",13.600.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Ngọc Lâm, Quận Long Biên, Hà Nội",4.750.000
Apple,iPhone 14 Pro,Đã sử dụng (chưa sửa chữa),>12 tháng,Tím,128 GB,Việt Nam,"Phường Tân Đồng, Thành phố Đồng Xoài, Bình Phước",16.900.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 4, Quận 3, Tp Hồ Chí Minh",5.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,128 GB,Việt Nam,Đường Bùi Văn Hòa,17.000.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,128 GB,Đang cập nhật,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",5.000.000
Oppo,Find N2 Flip,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,256 GB,Việt Nam,"Phường Mỹ Long, Thành phố Long Xuyên, An Giang",7.000.000
Samsung,Galaxy Note 8,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,64 GB,Hàn Quốc,"Phường 10, Quận 10, Tp Hồ Chí Minh",1.990.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",13.800.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Đang cập nhật,"Phường Tân Tiến, Thành phố Buôn Ma Thuột, Đắk Lắk",1.750.000
Apple,iPhone 14,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Đang cập nhật,"Phường 4, Thành phố Vĩnh Long, Vĩnh Long",13.600.000
Apple,iPhone 15 Plus,Đã sử dụng (chưa sửa chữa),2 tháng,Xanh lá,128 GB,Việt Nam,"Phường 4, Thành phố Đà Lạt, Lâm Đồng",17.500.000
Xiaomi,Mi 10T,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen bóng - Jet black,256 GB,Việt Nam,"Xã Mỹ Thạnh An, Thành phố Bến Tre, Bến Tre",3.550.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Bạc,256 GB,Việt Nam,"Phường Tân Đồng, Thành phố Đồng Xoài, Bình Phước",24.900.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen bóng - Jet black,64 GB,Mỹ,"Phường Đông Hải, Quận Lê Chân, Hải Phòng",2.200.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,64 GB,Việt Nam,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.650.000
Xiaomi,Redmi Note 13 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Bạc,128 GB,Trung Quốc,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",4.650.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh dương,512 GB,Mỹ,"Phường 1, Quận Tân Bình, Tp Hồ Chí Minh",25.600.000
Samsung,Galaxy A71,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,128 GB,Việt Nam,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.500.000
Nubia,Dòng khác,Mới,Hết bảo hành,Xám,128 GB,Nước khác,"Phường 5, Quận 11, Tp Hồ Chí Minh",5.850.000
Xiaomi,Dòng khác,Mới,>12 tháng,Xanh dương,256 GB,Việt Nam,"Xã Sơn Đông, Thành phố Bến Tre, Bến Tre",6.290.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Xanh dương,128 GB,Mỹ,463b Cmt8,15.500.000
Samsung,Galaxy Note 20,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng hồng,256 GB,Đang cập nhật,"Phường 12, Quận 10, Tp Hồ Chí Minh",4.450.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Cao Xanh, Thành phố Hạ Long, Quảng Ninh",4.700.000
Oppo,A5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,64 GB,Việt Nam,"Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",1.150.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Tím,128 GB,Việt Nam,"Phường Tân Đồng, Thành phố Đồng Xoài, Bình Phước",18.990.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Đang cập nhật,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14.950.000
Samsung,Galaxy S22,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,"Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",6.990.000
Sony,Dòng khác,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,128 GB,Nhật Bản,Ngõ 100 Nguyễn Xiển,3.700.000
Apple,iPhone 12 Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7.500.000
Oppo,A54,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Nước khác,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",1.050.000
Huawei,Honor 7X,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Trung Quốc,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh dương,128 GB,Mỹ,"Phường Tân Đồng, Thành phố Đồng Xoài, Bình Phước",14.900.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,128 GB,Đang cập nhật,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15.500.000
Apple,iPhone 13,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,128 GB,Mỹ,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7.650.000
Apple,iPhone 12 Mini,Đã sử dụng (chưa sửa chữa),3 tháng,Màu khác,64 GB,Mỹ,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",5.100.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,64 GB,Đang cập nhật,467 đường kha vạn cân,3.000.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh dương,128 GB,Mỹ,"Phường Tân Đồng, Thành phố Đồng Xoài, Bình Phước",11.990.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Bạc,256 GB,Mỹ,1160 phạm văn đồng,21.000.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,128 GB,Mỹ,Quốc tế,Đường Nguyễn Ái Quốc,18.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,256 GB,Mỹ,Hẻm 618/32 Âu Cơ,19.500.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",11.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh dương,256 GB,Mỹ,"Phường Tân Đồng, Thành phố Đồng Xoài, Bình Phước",9.990.000
Apple,iPhone XS,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,64 GB,Đang cập nhật,"Phường 9, Quận 3, Tp Hồ Chí Minh",3.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,128 GB,Mỹ,267 Nguyễn Hoàng,14.490.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,256 GB,Đang cập nhật,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",15.950.000
Oppo,A96,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Đang cập nhật,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",2.490.000
Samsung,Galaxy S20 Plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,128 GB,Đang cập nhật,246 Đường Cống Quỳnh,1.950.000
Samsung,Galaxy A71,Đã sử dụng (chưa sửa chữa),1,Còn bảo hành,Đen,128 GB,"Phường 10, Quận 10, Tp Hồ Chí Minh",2.550.000
Realme,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Vĩ Dạ, Thành phố Huế, Thừa Thiên Huế",2.200.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Mỹ,"Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",11.200.000
Samsung,Galaxy Note 20,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Hàn Quốc,"Phường 1, Quận Tân Bình, Tp Hồ Chí Minh",4.550.000
